,explained_variance
null_475,0.8248225655332073
null_476,0.7996322338461673
null_477,0.8248293598092192
null_478,0.8297669171993411
null_479,0.8617087989814372
null_480,0.8909869091980296
null_481,0.8476359179270515
null_482,0.775624714383601
null_483,0.8214832119677288
null_484,0.8299270578039885
null_485,0.8267821514324627
null_486,0.8080522232723601
null_487,0.8276987067697207
null_488,0.8351478511087747
null_489,0.8105034085270115
null_490,0.8474374733416588
null_491,0.8047946532361386
null_492,0.929678396335939
null_493,0.7970779347801473
null_494,0.8249178392175479
null_495,0.7727532559293829
null_496,0.8280485005944566
null_497,0.7954524676086041
null_498,0.78657017168189
null_499,0.8500465864663147
null_500,0.851894741877017
null_501,0.8709677942184824
null_502,0.7969918008634
null_503,0.8588875227548226
null_504,0.8507367174221532
null_505,0.7943574438199897
null_506,0.8371267207194331
null_507,0.8201853348402834
null_508,0.7938182835304444
null_509,0.8779280832164077
null_510,0.7745271067390413
null_511,0.8245181467648965
null_512,0.8403574520590911
null_513,0.9465055598149853
null_514,0.860915464255009
null_515,0.8215877998121958
null_516,0.7704253342456441
null_517,0.8190564191548417
null_518,0.8634506621747512
null_519,0.7945819263765357
null_520,0.7968698394190428
null_521,0.8081313817997288
null_522,0.8181218748157978
null_523,0.8213868528126654
null_524,0.7566951729076049
null_525,0.8508661167435112
null_526,0.8695640112458545
null_527,0.8746886842986595
null_528,0.8462084245023626
null_529,0.7992781231607191
null_530,0.7959878350210562
null_531,0.8007925100374955
null_532,0.8362396705190599
null_533,0.8098644134798865
null_534,0.8359853702663186
null_535,0.9111924431681249
null_536,0.8587282370412426
null_537,0.8497640288463426
null_538,0.8203503340544395
null_539,0.789986891471879
null_540,0.8808696185795858
null_541,0.8423968743174565
null_542,0.8086054839700316
null_543,0.8632538987544295
null_544,0.8952269448529462
null_545,0.8558850912718489
null_546,0.8366102740728172
null_547,0.8336815007235509
null_548,0.8241087823185405
null_549,0.9056473273211844
null_550,0.8067089363863424
null_551,0.7536590539894085
null_552,0.7304729792265255
null_553,0.8479224460641052
null_554,0.8587170102919863
null_555,0.7894577958131286
null_556,0.8080825724491252
null_557,0.7605412305825775
null_558,0.8369814627433512
null_559,0.8454269499702513
null_560,0.8412401067179155
null_561,0.8267934736995645
null_562,0.8008515103039657
null_563,0.835478268276566
null_564,0.9382535383401054
null_565,0.8869319527624118
null_566,0.7879571367135494
null_567,0.8014099207463584
null_568,0.830948735370687
null_569,0.7930718396615698
null_570,0.8880240410406763
null_571,0.7873724813917835
null_572,0.780932252826414
null_573,0.8510623488673716
null_574,0.8542865668601394
null_575,0.7959631562290268
null_576,0.8190871061660581
null_577,0.827110762055503
null_578,0.8496475132499095
null_579,0.8737786388197423
null_580,0.8434350207693363
null_581,0.8950799151672788
null_582,0.8305607737767028
null_583,0.7964373348399966
null_584,0.8165961054044455
null_585,0.8996006813053999
null_586,0.8459393076347804
null_587,0.7661109344046952
null_588,0.8143434321192482
null_589,0.7997041293424558
null_590,0.798278097796502
null_591,0.7703935184664508
null_592,0.853209140307627
null_593,0.8386130019459915
null_594,0.8697342879626981
null_595,0.8200295480591051
null_596,0.9075255738381218
null_597,0.8029036482876564
null_598,0.8380151742019545
null_599,0.7969306901481055
null_600,0.7802152237229741
null_601,0.8166855090089908
null_602,0.8038992166728781
null_603,0.8419039439986381
null_604,0.7902362599885041
null_605,0.8023057721117905
null_606,0.8077134214947086
null_607,0.8286725571265888
null_608,0.8391639320031182
null_609,0.8168664264152594
null_610,0.8225723136979369
null_611,0.8498616966257097
null_612,0.9233490998409166
null_613,0.8629095431462296
null_614,0.8071718483146836
null_615,0.8664645865369437
null_616,0.8122353004451571
null_617,0.8237087993433353
null_618,0.8270708352191243
null_619,0.8355920635606721
null_620,0.7949009692732473
null_621,0.7871026938042475
null_622,0.8046910791998003
null_623,0.8241658302024208
null_624,0.9080664894514158
null_625,0.8281549834787091
null_626,0.7649199362722735
null_627,0.8383700690040592
null_628,0.8478041493357078
null_629,0.8328540090672469
null_630,0.8925664304176363
null_631,0.8638731419149195
null_632,0.7697951686795945
null_633,0.8340618843751606
null_634,0.834449592549962
null_635,0.7756125026766396
null_636,0.8130537683787523
null_637,0.8021380360406253
null_638,0.7842554955944306
null_639,0.7943654017225229
null_640,0.8607572881798262
null_641,0.8416420053930361
null_642,0.8423925790288576
null_643,0.87334114791457
null_644,0.8144485666623063
null_645,0.8061693628838984
null_646,0.8480768543865855
null_647,0.871443368012361
null_648,0.823306575816315
null_649,0.8486169852717608
null_650,0.7895261521753822
null_651,0.8522426297801869
null_652,0.7724228650312611
null_653,0.8813859820345209
null_654,0.8132399437522451
null_655,0.7862504655048383
null_656,0.8449141724198043
null_657,0.8431739340037239
null_658,0.8159439787421835
null_659,0.8956090163896836
null_660,0.7746577476792122
null_661,0.7959874407342201
null_662,0.7923858455938585
null_663,0.8074755400885241
null_664,0.8577821703961461
null_665,0.8219874502516745
null_666,0.8040788517940839
null_667,0.8668499664831492
null_668,0.8515332575479255
null_669,0.8245519596423206
null_670,0.815587777385264
null_671,0.8738338040137661
null_672,0.814500317462464
null_673,0.8122673012541516
null_674,0.7974338386449326
null_675,0.8222819737276837
null_676,0.8078341429089946
null_677,0.8160913086580335
null_678,0.8713020646372569
null_679,0.8161538927816135
null_680,0.8033273357285013
null_681,0.8502225773896137
null_682,0.8785726094362392
null_683,0.8476484470153298
null_684,0.7973860321105805
null_685,0.8327331826347882
null_686,0.7964859614369878
null_687,0.8575377090535065
null_688,0.8366136654653005
null_689,0.8134268419000503
null_690,0.8067106829768546
null_691,0.7964162796937325
null_692,0.859004933850153
null_693,0.7914308885425176
null_694,0.8619668799361774
null_695,0.7597257136356174
null_696,0.8088586963350977
null_697,0.7974639757438058
null_698,0.8143338737295147
null_699,0.7749863587286872
null_700,0.8150180017885711
null_701,0.7992265966178843
null_702,0.8297465124256759
null_703,0.8717482274850428
null_704,0.8519835306545614
null_705,0.8149803479369429
null_706,0.8498584786661257
null_707,0.8096597886668665
null_708,0.7946334683939733
null_709,0.8038543049424489
null_710,0.8313322479832039
null_711,0.9202734716945548
null_712,0.8464475960886638
null_713,0.9241514337729302
null_714,0.9488712922439543
null_715,0.846127436003961
null_716,0.8093873681945745
null_717,0.8406640094669636
null_718,0.831004687555981
null_719,0.8457588773152968
null_720,0.8586905790782858
null_721,0.791186416058944
null_722,0.8809344247926282
null_723,0.8021041702037818
null_724,0.8522608610342743
null_725,0.7656324639712582
null_726,0.8087101462314763
null_727,0.8111121385248774
null_728,0.8120760544107377
null_729,0.8546556536320473
null_730,0.8768565181534718
null_731,0.8331031543109407
null_732,0.8292536516102756
null_733,0.8195818422515093
null_734,0.799027479120989
null_735,0.8254844997798868
null_736,0.8491076171924746
null_737,0.8259149275538737
null_738,0.7973667496374579
null_739,0.8392618467761679
null_740,0.8295277372963902
null_741,0.8128250908325975
null_742,0.8593159352553312
null_743,0.8373976176159542
null_744,0.8100036050770856
null_745,0.8370239870066493
null_746,0.9228050395088706
null_747,0.7699216074196326
null_748,0.8178332817666122
null_749,0.8300539655808666
null_750,0.7438028550155804
null_751,0.8469205276930434
null_752,0.853737885307126
null_753,0.82053428162537
null_754,0.8366708467999564
null_755,0.8780379357749368
null_756,0.7917180249708714
null_757,0.8552310699250993
null_758,0.88322633806021
null_759,0.8007410326049649
null_760,0.8245401983235078
null_761,0.815603890004575
null_762,0.8095009315519913
null_763,0.762267419614499
null_764,0.8636929620745659
null_765,0.8224894907763495
null_766,0.8418013217426243
null_767,0.8589856236072974
null_768,0.8806673466041702
null_769,0.827354117487783
null_770,0.8638333612842264
null_771,0.7876135685033191
null_772,0.8107895188737595
null_773,0.8187335001950529
null_774,0.873209142299416
null_775,0.7911681996898337
null_776,0.89185518115987
null_777,0.842366604586266
null_778,0.8614843893144346
null_779,0.855623030210491
null_780,0.7910552880782069
null_781,0.8534591108627088
null_782,0.8073214016805423
null_783,0.8464436868408737
null_784,0.8527291121491549
null_785,0.7935013009092045
null_786,0.8260044010022705
null_787,0.8290975229552385
null_788,0.7921076691357082
null_789,0.8053456066453865
null_790,0.8248480913393414
null_791,0.8284150539554356
null_792,0.8378332477265382
null_793,0.8014234534374095
null_794,0.8995537267561537
null_795,0.834171412664705
null_796,0.8382540281198265
null_797,0.8783500599895555
null_798,0.8224376208060975
null_799,0.7918788839059188
null_800,0.7959504465501388
null_801,0.8606602680786559
null_802,0.7801971888311828
null_803,0.9160561608735972
null_804,0.8296460967688729
null_805,0.7937851810504991
null_806,0.8118433643103543
null_807,0.8331066874163122
null_808,0.8072511862094945
null_809,0.8061340944888933
null_810,0.7713443472788615
null_811,0.8325800772340459
null_812,0.825054974942847
null_813,0.7912843960070861
null_814,0.9176840242991738
null_815,0.8934795439036658
null_816,0.8135853541698581
null_817,0.8444983393461178
null_818,0.8284453909404513
null_819,0.864725078781764
null_820,0.7960999271700201
null_821,0.8506931501100793
null_822,0.8361253086988323
null_823,0.8407516453291557
null_824,0.7850422825920546
null_825,0.8913571919452522
null_826,0.8514393890219523
null_827,0.8234279534583832
null_828,0.8203293704462612
null_829,0.8790475425241658
null_830,0.7946732436391648
null_831,0.8503713900337823
null_832,0.8302858923014401
null_833,0.9187210491536473
null_834,0.8558801271144614
null_835,0.7887466280046898
null_836,0.8371074965274211
null_837,0.8437755273561554
null_838,0.8335200017440826
null_839,0.7957752337090005
null_840,0.8049591178099404
null_841,0.7809351334109531
null_842,0.807744946600271
null_843,0.8092944606861925
null_844,0.8610118937624159
null_845,0.802680442698896
null_846,0.7934513678266646
null_847,0.8508306794196221
null_848,0.7791363015430007
null_849,0.8593035269638526
null_850,0.8456847128383066
null_851,0.8796403491209007
null_852,0.8514320434061589
null_853,0.8524721777023685
null_854,0.838817454409534
null_855,0.7794619922581549
null_856,0.8530496735540876
null_857,0.80270690542145
null_858,0.8317839104682595
null_859,0.7878933572146317
null_860,0.7911177444958971
null_861,0.8416546136941981
null_862,0.8805470789959086
null_863,0.8691149103020686
null_864,0.8121756425808652
null_865,0.8945165679449595
null_866,0.8588077664413601
null_867,0.8129230315153
null_868,0.8402691660659292
null_869,0.8168165988719779
null_870,0.8760931128600415
null_871,0.8194585321950014
null_872,0.8151088520262253
null_873,0.8611094066447766
null_874,0.7993814565711836
null_875,0.7602095197364287
null_876,0.772446629530609
null_877,0.8313304665453335
null_878,0.8739533222843043
null_879,0.8215028786384302
null_880,0.7636577127043968
null_881,0.8443867623172367
null_882,0.8424719398383507
null_883,0.8172587322274903
null_884,0.778758406151835
null_885,0.8731737737164235
null_886,0.8525077637245885
null_887,0.8288959843170288
null_888,0.8033862497038243
null_889,0.8077220533600449
null_890,0.8288043780270016
null_891,0.77330384750453
null_892,0.8310497812616564
null_893,0.7684662092538961
null_894,0.7444208496822519
null_895,0.862359818809909
null_896,0.81753839521464
null_897,0.8171523597334115
null_898,0.838934730045117
null_899,0.7919670269640483
null_900,0.8614007020090513
null_901,0.8390302309817443
null_902,0.8541489922048879
null_903,0.8588732453168616
null_904,0.9000830893466332
null_905,0.8185266557545096
null_906,0.8137602724698628
null_907,0.7640763982518676
null_908,0.7992904429729045
null_909,0.836267137092296
null_910,0.8295003271463307
null_911,0.7805641733592219
null_912,0.8747415559869713
null_913,0.8426591836334613
null_914,0.8101272410798098
null_915,0.8039125094279354
null_916,0.8354778715554548
null_917,0.8683457895668933
null_918,0.8362668885014024
null_919,0.7848254719378341
null_920,0.8655147393850632
null_921,0.8560802926329096
null_922,0.7833073022123241
null_923,0.8353312974678605
null_924,0.9358622617389762
null_925,0.7935402656257707
null_926,0.8688994474479516
null_927,0.7799283127625622
null_928,0.7994018276246176
null_929,0.7750514613221822
null_930,0.8283609455781924
null_931,0.8412902123201335
null_932,0.7718957063868382
null_933,0.9086267129020179
null_934,0.8049209615405345
null_935,0.8645709867462188
null_936,0.791936103204737
null_937,0.8058363608299233
null_938,0.8016518174786657
null_939,0.9099115440283218
null_940,0.8800913615166114
null_941,0.8264719971968395
null_942,0.8559737037940471
null_943,0.8557035752576033
null_944,0.866475235398398
null_945,0.8464759649042255
null_946,0.8346063324821669
null_947,0.8602647577607826
null_948,0.8562549552594658
null_949,0.7933419334495689
null_950,0.8647117436527346
null_951,0.8427292875821558
null_952,0.8016452240756905
null_953,0.8100774489157251
null_954,0.8681398926846235
null_955,0.8110776925822345
null_956,0.7924473849285902
null_957,0.8081480766536011
null_958,0.9632177230475633
null_959,0.7887933196287948
null_960,0.9057676641660023
null_961,0.8784610099900486
null_962,0.9045005234750301
null_963,0.8187123209529161
null_964,0.7963140307624534
null_965,0.9147666927965689
null_966,0.7960615580710084
null_967,0.7991131453127778
null_968,0.781690467137689
null_969,0.7805858942698848
null_970,0.8534958177318982
null_971,0.8411304779674164
null_972,0.786244909909343
null_973,0.8961391863349575
null_974,0.8449206872507442
null_975,0.8191182510016648
null_976,0.7511234475642018
null_977,0.7854847027627178
null_978,0.7915002614893099
null_979,0.7376016594010546
null_980,0.8250539557326849
null_981,0.8860325080262994
null_982,0.8244304744332709
null_983,0.8093530598430306
null_984,0.8433629089005069
null_985,0.900792736811733
null_986,0.852566971218551
null_987,0.8288308551683661
null_988,0.8125182315926051
null_989,0.8592477251669768
null_990,0.9157090545607501
null_991,0.8466017046603794
null_992,0.7925850409128804
null_993,0.7664162496373249
null_994,0.7761560561105022
null_995,0.7714313295204084
null_996,0.8484284246865778
null_997,0.8990449721294129
null_998,0.8393937984885212
null_999,0.8579542279267961
null_1000,0.8221399937244872
null_1001,0.8820506860451266
null_1002,0.8154214252405447
null_1003,0.8666160093100433
null_1004,0.7990776811317001
null_1005,0.8563484665365174
null_1006,0.8551177003895768
null_1007,0.8239572034285603
null_1008,0.7648736827416279
null_1009,0.837063182977321
null_1010,0.8237165886869094
null_1011,0.8602714651559152
null_1012,0.7582402489583032
null_1013,0.8238433683819665
null_1014,0.7733388027100635
null_1015,0.8690373803366147
null_1016,0.8301611412248232
null_1017,0.8411657913377303
null_1018,0.8202603308310155
null_1019,0.8046525755536901
null_1020,0.8712443112661962
null_1021,0.8218659084114801
null_1022,0.8623395831029734
null_1023,0.7510838323130754
null_1024,0.8339845747638908
null_1025,0.8039352498896025
null_1026,0.8489522918860442
null_1027,0.8488351697612482
null_1028,0.8291418814681055
null_1029,0.8903117364544644
null_1030,0.8742579348493908
null_1031,0.7939252771692893
null_1032,0.8034074023854287
null_1033,0.8035072293424457
null_1034,0.8890514432920789
null_1035,0.889727731494845
null_1036,0.889634934877443
null_1037,0.8021349734787601
null_1038,0.756047999375382
null_1039,0.8996818416581249
null_1040,0.8247983307491705
null_1041,0.8401648383206715
null_1042,0.8333100853696579
null_1043,0.7501234215480762
null_1044,0.8803759510145271
null_1045,0.8310541254491662
null_1046,0.8204535713006393
null_1047,0.9130611314132371
null_1048,0.8324452295653693
null_1049,0.8278247637073922
null_1050,0.9152841661096937
null_1051,0.8398668191039945
null_1052,0.8611456735206836
null_1053,0.8343268694587225
null_1054,0.7831176159386668
null_1055,0.8287405429831346
null_1056,0.8603212698966849
null_1057,0.8612361570090713
null_1058,0.7820306198863989
null_1059,0.8040732279797622
null_1060,0.7447320992996534
null_1061,0.8549689365208593
null_1062,0.8079134152412293
null_1063,0.865801614594898
null_1064,0.8529244690448662
null_1065,0.7887684176401019
null_1066,0.8231781097306761
null_1067,0.8306716700108754
null_1068,0.7681874547813611
null_1069,0.7905234054131338
null_1070,0.8440224425412665
null_1071,0.884655572944441
null_1072,0.7967405973598568
null_1073,0.8272249893056998
null_1074,0.8212591860998393
null_1075,0.8312777751430107
null_1076,0.8529566489997494
