,explained_variance
null_204,0.78694952056732
null_205,0.8100090588781249
null_206,0.7528226530675391
null_207,0.7809830319235552
null_208,0.8290024358031279
null_209,0.7705954376710056
null_210,0.8632108841067209
null_211,0.7285722489285555
null_212,0.8265190672615643
null_213,0.8718091396432311
null_214,0.7181071417439314
null_215,0.8124209784773542
null_216,0.7862952012486428
null_217,0.8397756878572981
null_218,0.7487207845276588
null_219,0.7986506637026637
null_220,0.7560813598509187
null_221,0.7630235921883308
null_222,0.7208979896493494
null_223,0.9208725233438291
null_224,0.815298146473334
null_225,0.792832918968149
null_226,0.7901163336001984
null_227,0.7655585822402098
null_228,0.8147364729756039
null_229,0.7380629959205951
null_230,0.7716008411540131
null_231,0.8003570823988934
null_232,0.7957496004807921
null_233,0.7948089635722851
null_234,0.7627635479931564
null_235,0.8146704603503181
null_236,0.7826664240481962
null_237,0.778658439508649
null_238,0.7718583735021384
null_239,0.8163145444863125
null_240,0.7908878875823787
null_241,0.7150673994024778
null_242,0.8856470968603265
null_243,0.8131547181181246
null_244,0.7391457667014915
null_245,0.8190089994983332
null_246,0.7647826106163894
null_247,0.7342148405367941
null_248,0.7825200265148582
null_249,0.7453753873414307
null_250,0.7606450770384455
null_251,0.8212613553288444
null_252,0.7589518759121011
null_253,0.797773701998946
null_254,0.856509707181699
null_255,0.7953768381740066
null_256,0.775991753804618
null_257,0.7383538715445218
null_258,0.813330334934109
null_259,0.7701753327289043
null_260,0.8311042345720252
null_261,0.8036915044841575
null_262,0.8330008052248261
null_263,0.8525358079404177
null_264,0.8164479453961683
null_265,0.7798034388761894
null_266,0.7669821187624786
null_267,0.7849096654944542
null_268,0.7833532392217114
null_269,0.9256894493942954
null_270,0.8014202597070288
null_271,0.8135629328853136
null_272,0.8180941274460939
null_273,0.7612109359865493
null_274,0.7392280348784066
null_275,0.7835599324520618
null_276,0.6849731848487506
null_277,0.7852677792318858
null_278,0.7907857951763684
null_279,0.780185332051917
null_280,0.8201560058921926
null_281,0.8491394415274326
null_282,0.7363605429680148
null_283,0.7588361899332432
null_284,0.7443066216249763
null_285,0.805087601554384
null_286,0.7728466523339357
null_287,0.75580278195411
null_288,0.756201915540222
null_289,0.7134548697397989
null_290,0.8622217345501948
null_291,0.768621475356102
null_292,0.7110633229520377
null_293,0.7843441241041704
null_294,0.7668198751432727
null_295,0.8055265554888784
null_296,0.9248089532963506
null_297,0.8376416831660629
null_298,0.7572538871760311
null_299,0.7979333353374284
null_300,0.7852324192316412
null_301,0.8087841682022806
null_302,0.7989503028579938
null_303,0.7813128312165726
null_304,0.7993498906522687
null_305,0.7664695624188318
null_306,0.7649822289241625
null_307,0.7967813884300508
null_308,0.8032226155855565
null_309,0.8020933267611027
null_310,0.7305215373719531
null_311,0.8705773510656868
null_312,0.6865522076021597
null_313,0.7218011455393781
null_314,0.7725266603383171
null_315,0.800232738530762
null_316,0.7621703602263037
null_317,0.8535839791187171
null_318,0.8022531384022275
null_319,0.7362567771696612
null_320,0.8428440422773851
null_321,0.81037484859109
null_322,0.708243423877432
null_323,0.8024482116690224
null_324,0.756501441787097
null_325,0.8045571725124835
null_326,0.7524327196137196
null_327,0.7626185050691133
null_328,0.8356214860422735
null_329,0.7946405944070213
null_330,0.8223579402616149
null_331,0.6889872581240678
null_332,0.7328238615794573
null_333,0.839781644918872
null_334,0.834414664281228
null_335,0.7714244868801461
null_336,0.7893827340782573
null_337,0.8304465598699812
null_338,0.736041737621099
null_339,0.778262842764407
null_340,0.8053558007249048
null_341,0.7911619575213829
null_342,0.8074280493879991
null_343,0.79465635841403
null_344,0.7331190482529283
null_345,0.7824505640621036
null_346,0.8037626162993541
null_347,0.6893903833918614
null_348,0.80991536428913
null_349,0.7848612347915073
null_350,0.797323496554821
null_351,0.8036628179169214
null_352,0.7679314290597494
null_353,0.943583439657087
null_354,0.7391433034195347
null_355,0.8247276277500534
null_356,0.7458345194801963
null_357,0.8747775134030469
null_358,0.6573452037293245
null_359,0.8606975529908756
null_360,0.7667638888788882
null_361,0.8116264327719372
null_362,0.8652074845833382
null_363,0.7695258652617482
null_364,0.7570990419616334
null_365,0.7637253438886664
null_366,0.7486082875018839
null_367,0.842202143167161
null_368,0.8522424172228218
null_369,0.7666868684493571
null_370,0.8443464427196606
null_371,0.8086410245517511
null_372,0.8211009835840863
null_373,0.8376895351746592
null_374,0.8046991387729471
null_375,0.8026349498543192
null_376,0.8017994882443725
null_377,0.8470181274969454
null_378,0.8143352969993534
null_379,0.8108264247965652
null_380,0.778172900700776
null_381,0.7294001194784198
null_382,0.7112049345448755
null_383,0.822775104478922
null_384,0.781466380096461
null_385,0.852687702411175
null_386,0.7990708020041624
null_387,0.7223598850101773
null_388,0.7920820904685074
null_389,0.8644854367799072
null_390,0.745474141557839
null_391,0.8616456757733083
null_392,0.8641314149959703
null_393,0.7491040366569237
null_394,0.7220762078782101
null_395,0.8081754302436832
null_396,0.8356311076802808
null_397,0.7484850016046597
null_398,0.8384848767550657
null_399,0.8206228996795905
null_400,0.7797995400827906
null_401,0.8422775964484194
null_402,0.8573679940664216
null_403,0.7443902996956576
null_404,0.763606510552543
null_405,0.7734975712095785
null_406,0.7898920123523739
null_407,0.8809376106896061
null_408,0.816205085668813
null_409,0.7568042683955651
null_410,0.8494151365909148
null_411,0.7851851419204218
null_412,0.8189897900282499
null_413,0.8052095104150353
null_414,0.7956245450734021
null_415,0.779764528721177
null_416,0.826456102733951
null_417,0.7638125932890054
null_418,0.8120745077757717
null_419,0.7729975334721637
null_420,0.788945660564022
null_421,0.7730998395040193
null_422,0.7747445610948396
null_423,0.8005511675760912
null_424,0.8117052992668466
null_425,0.866806469845819
null_426,0.7876271278710157
null_427,0.7273369331384816
null_428,0.8582205203921969
null_429,0.7583397105745345
null_430,0.8050633156971183
null_431,0.7820907429240272
null_432,0.8367063913227563
null_433,0.7234022112743892
null_434,0.8006617643583948
null_435,0.7750313637841252
null_436,0.8614874666061849
null_437,0.7902775863818686
null_438,0.7311634105181203
null_439,0.8115812632687961
null_440,0.7869387634734953
null_441,0.816079958367771
null_442,0.8928431943908375
null_443,0.8786149183029818
null_444,0.7676605074267121
null_445,0.8049047247820266
null_446,0.8068981402723366
null_447,0.8794627013795704
null_448,0.8434464562224132
null_449,0.7712378820658976
null_450,0.6873180788141988
null_451,0.7727082405636777
null_452,0.7798155103471154
null_453,0.8340512206607494
null_454,0.8132890178542417
null_455,0.844773951482296
null_456,0.7757918260094043
null_457,0.7750346144913669
null_458,0.8670728329417993
null_459,0.7580580008346824
null_460,0.8187786526286513
null_461,0.7443365780084655
null_462,0.7789325308010085
null_463,0.7690098817956467
null_464,0.8118817735148803
null_465,0.8027184098034625
null_466,0.7734201349096058
null_467,0.7320107135499461
null_468,0.7776235912976369
null_469,0.7859612156134559
null_470,0.8869674178713091
null_471,0.8480462997369635
null_472,0.7818912312229191
null_473,0.8124465182968302
null_474,0.7609656881777725
null_475,0.7850690326856511
null_476,0.7297069895072001
null_477,0.8592711473584183
null_478,0.807686314963366
null_479,0.7671884199454649
null_480,0.7363237572726479
null_481,0.8208590612587188
null_482,0.8012732754072669
null_483,0.7961816839546173
null_484,0.7318478163275054
null_485,0.8021583298833453
null_486,0.7675279633721463
null_487,0.7919106934863717
null_488,0.7299515552451323
null_489,0.8260879986422731
null_490,0.7548443598260761
null_491,0.778697820383135
null_492,0.8592076871377685
null_493,0.7705890270079542
null_494,0.8226626863208403
null_495,0.7730077269979445
null_496,0.7730893153159698
null_497,0.8078326787312234
null_498,0.7578585850289385
null_499,0.8256858293323449
null_500,0.7540632037325856
null_501,0.7984552193870613
null_502,0.7600232853761963
null_503,0.7850583864797106
null_504,0.7354735594260144
null_505,0.9016757123663157
null_506,0.810592422485674
null_507,0.8512972541743417
null_508,0.800297783709827
null_509,0.7530108525173527
null_510,0.8130603551765578
null_511,0.7813701287436151
null_512,0.7768585233819965
null_513,0.768220360625849
null_514,0.7851926206190322
null_515,0.7625609991717561
null_516,0.7540240705926321
null_517,0.7758725002203447
null_518,0.7777336622114308
null_519,0.7865272758161218
null_520,0.7912749023683706
null_521,0.8536620387573156
null_522,0.731604231407236
null_523,0.7499952308559295
null_524,0.7916815691928073
null_525,0.8007941145733593
null_526,0.8541087570310517
null_527,0.769130486973755
null_528,0.7383418186857302
null_529,0.7523145474192459
null_530,0.743292991875145
null_531,0.7675626756858759
null_532,0.7506174689997113
null_533,0.8170943821432165
null_534,0.754444652286796
null_535,0.7385261860044336
null_536,0.7538324765249843
null_537,0.8080250574446501
null_538,0.7405664588399388
null_539,0.7211345165694126
null_540,0.7698316742232721
null_541,0.7472775242438379
null_542,0.81372540351424
null_543,0.7432110535800831
null_544,0.7689122957647323
null_545,0.8815076354396154
null_546,0.7463271872709264
null_547,0.8090557472056722
null_548,0.8043722503927069
null_549,0.7982520707236466
null_550,0.7516083978703254
null_551,0.8146887392664013
null_552,0.7638890381166794
null_553,0.813538936862119
null_554,0.7654005162376705
null_555,0.8615826039138423
null_556,0.8111742513953821
null_557,0.7814309826500792
null_558,0.7822562999766666
null_559,0.8236198858016787
null_560,0.8576841860012737
null_561,0.8497719504830759
null_562,0.7532306383284705
null_563,0.7616284428998162
null_564,0.7391582722730504
null_565,0.7956116261398747
null_566,0.7878595808023359
null_567,0.7861683586956154
null_568,0.7777415833116553
null_569,0.8135310924817507
null_570,0.7547500694100349
null_571,0.8081220402470172
null_572,0.8327588349734129
null_573,0.7180825099717209
null_574,0.7151556857387683
null_575,0.8142274577676717
null_576,0.7612652548215014
null_577,0.7281963032889867
null_578,0.8103137514104813
null_579,0.754475112888163
null_580,0.7742270660545191
null_581,0.8176105157586916
null_582,0.8920262442486282
null_583,0.7831132482218113
null_584,0.7936103272735361
null_585,0.8465039671551795
null_586,0.7531390094077085
null_587,0.7038448283074463
null_588,0.7860270355883827
null_589,0.7561188326606041
null_590,0.7504264757647878
null_591,0.7538847568895449
null_592,0.7556376243742824
null_593,0.7703743548708498
null_594,0.7083158896955402
null_595,0.7995765916929096
null_596,0.7983328696944549
null_597,0.8213791062842325
null_598,0.8523958270631443
null_599,0.762231552236944
null_600,0.8204889995399416
null_601,0.7441149361659858
null_602,0.7923514476538772
null_603,0.8620496471335449
null_604,0.8298352117363373
null_605,0.7440927418768931
null_606,0.7692397271050415
null_607,0.7921070904069636
null_608,0.8466264807068754
null_609,0.8294320500724062
null_610,0.7727774069341571
null_611,0.7623930033383082
null_612,0.8024003592830705
null_613,0.8497865249136447
null_614,0.7775736818253266
null_615,0.759335845694981
null_616,0.8282303539124941
null_617,0.7552759570246066
null_618,0.8341898890355439
null_619,0.776388897689785
null_620,0.7762059892497631
null_621,0.8429228331236882
null_622,0.7960954956568428
null_623,0.7500158463125748
null_624,0.7746052878582897
null_625,0.7329284229627862
null_626,0.8662853684643488
null_627,0.8787030790217856
null_628,0.7938392289528279
null_629,0.793208789680484
null_630,0.7931241761108224
null_631,0.7781616518459583
null_632,0.7599672124575056
null_633,0.7934242228705359
null_634,0.7489949159392606
null_635,0.7992611192205995
null_636,0.7643306852529091
null_637,0.7458595206032037
null_638,0.731652282608788
null_639,0.819117624509584
null_640,0.8103889104843521
null_641,0.7515187797783106
null_642,0.7972651309002575
null_643,0.7915484345894597
null_644,0.790198180145827
null_645,0.8126229347617514
null_646,0.8432621089695624
null_647,0.8204292853388254
null_648,0.8981010184196148
null_649,0.8117651597273736
null_650,0.7437166081478475
null_651,0.8159639275186974
null_652,0.7966204808974128
null_653,0.7632137522938773
null_654,0.8563791126638551
null_655,0.777480973866234
null_656,0.7995848619115725
null_657,0.7385205310721299
null_658,0.9464188239561634
null_659,0.7414212937310017
null_660,0.7512707550147587
null_661,0.7745433836640815
null_662,0.8325812462137868
null_663,0.8200770805210263
null_664,0.7052690009795144
null_665,0.8859639356042167
null_666,0.7285181451288573
null_667,0.7393385639144812
null_668,0.8937855657757853
null_669,0.8029550289638776
null_670,0.8155273827998929
null_671,0.8040955111794543
null_672,0.7862826107447614
null_673,0.7349726282732211
null_674,0.8118100823016667
null_675,0.8004027839426828
null_676,0.8675204374808286
null_677,0.8538611904570973
null_678,0.751643074464249
null_679,0.7492172776586038
null_680,0.773397273187729
null_681,0.7375664702779057
null_682,0.7729080681987338
null_683,0.7767055908293871
null_684,0.8575690002394033
null_685,0.8280746027494237
null_686,0.8092672265212972
null_687,0.8191751456117731
null_688,0.7718614253692911
null_689,0.8079427969110885
null_690,0.8426533167233119
null_691,0.8541176740831598
null_692,0.7531680185896747
null_693,0.8112042925017281
null_694,0.8082167274194486
null_695,0.7672204213319662
null_696,0.7697822187688053
null_697,0.7129264543980369
null_698,0.7701871837810903
null_699,0.7073106673260998
null_700,0.7935494685093828
null_701,0.7557657637933893
null_702,0.8675910558571517
null_703,0.7702367565024232
null_704,0.769991773683528
null_705,0.7946492659244192
null_706,0.7866325969235102
null_707,0.7970724446514783
null_708,0.8773315289589977
null_709,0.6983101084237282
null_710,0.8234613976284211
null_711,0.7725074808899812
null_712,0.8072372888813912
null_713,0.8258801522565312
null_714,0.7906624282390478
null_715,0.7489855001254561
null_716,0.8414771919658155
null_717,0.7848861894388787
null_718,0.7443700943336756
null_719,0.834081293480182
null_720,0.7622545365774418
null_721,0.7583441956349326
null_722,0.7420899337080459
null_723,0.8118454904514084
null_724,0.7484139282573015
null_725,0.766217976797204
null_726,0.8496057062394616
null_727,0.7582122153004297
null_728,0.7961305558765969
null_729,0.7817694330200022
null_730,0.7541249385290464
null_731,0.7127599999392611
null_732,0.7765565328556054
null_733,0.8108859070231789
null_734,0.803202785658891
null_735,0.8103550387069868
null_736,0.7864206823921733
null_737,0.7542855158639409
null_738,0.799692405876546
null_739,0.8460007848903072
null_740,0.773982578816616
null_741,0.7810735587226155
null_742,0.7532737737496696
null_743,0.7526917724598756
null_744,0.827211926657773
null_745,0.7442294746938328
null_746,0.7674834788999547
null_747,0.7555967754248242
null_748,0.8813027447835742
null_749,0.7714016343594049
null_750,0.8109010854628024
null_751,0.7950200813099707
null_752,0.7962579997268926
null_753,0.6998657246757801
null_754,0.8781522250074205
null_755,0.7823902093070348
null_756,0.7729319827401654
null_757,0.8169861890556009
null_758,0.8428374278618523
null_759,0.7849639911092067
null_760,0.7278809508072344
null_761,0.7984880711382651
null_762,0.812150811495788
null_763,0.7409638730948218
null_764,0.8726439974145823
null_765,0.8345020971514059
null_766,0.8185833200872191
null_767,0.7501090940520422
null_768,0.7054735516972944
null_769,0.8151937162909446
null_770,0.8424950643390551
null_771,0.7347431832812427
null_772,0.804547790928329
null_773,0.7590667927972131
null_774,0.7533607177446688
null_775,0.7392927592770253
null_776,0.7725588978661696
null_777,0.7825553885254245
null_778,0.7869251521708153
null_779,0.7607169636745623
null_780,0.8690273938718609
null_781,0.7427615835778832
null_782,0.8033594863416995
null_783,0.759993213937169
null_784,0.8414372117887525
null_785,0.807434233865871
null_786,0.667471143850036
null_787,0.7429485985533465
null_788,0.7120363488956178
null_789,0.7742034227412702
null_790,0.8265606762755467
null_791,0.815565721161983
null_792,0.8069758278270193
null_793,0.8259979059205738
null_794,0.7306780570128616
null_795,0.8076906753778461
null_796,0.7688885964850063
null_797,0.7958160373649028
null_798,0.8096841800783463
null_799,0.7829135679619537
null_800,0.7480996850044317
null_801,0.9256161552017933
null_802,0.7116640084587567
null_803,0.8388067092450411
null_804,0.7956116809187802
null_805,0.8267950552458793
null_806,0.7515663810579166
null_807,0.8538318431091256
null_808,0.7211833149564961
null_809,0.7772458652872037
null_810,0.7245865584201583
null_811,0.7742157843404333
null_812,0.7192300539442846
null_813,0.7453367794318932
null_814,0.7284096623363067
null_815,0.8006560149246822
null_816,0.8706305701373119
null_817,0.7352505577953988
null_818,0.8209496322663007
null_819,0.8299456970206361
null_820,0.8123732731552471
null_821,0.8047676488315351
null_822,0.8143849742156862
null_823,0.7445532486681091
null_824,0.7409916623126075
null_825,0.7641283073996988
null_826,0.795834162564638
null_827,0.8761382873851444
null_828,0.7751557370333121
null_829,0.8330324562608861
null_830,0.7872166836246088
null_831,0.7465483159681704
null_832,0.8034939643015057
null_833,0.7717910518682467
null_834,0.8022121734576113
null_835,0.7135325151975034
null_836,0.7334056656792358
null_837,0.7099313018991616
null_838,0.7096191902489625
null_839,0.8085781025948869
null_840,0.7901774592241817
null_841,0.7531118693573673
null_842,0.7477011054662196
null_843,0.7849377425351265
null_844,0.8136025661241505
null_845,0.815921143844434
null_846,0.7662613821840603
null_847,0.7494078402769195
null_848,0.8964683917277934
null_849,0.8476022840285218
null_850,0.7419422060450409
null_851,0.758638128611137
null_852,0.8146123348367624
null_853,0.7996452919339543
null_854,0.8109619825260764
null_855,0.8064546659873819
null_856,0.8022621705442021
null_857,0.7445413961251515
null_858,0.9667387469897218
null_859,0.7800259864326575
null_860,0.832597629348816
null_861,0.7830990465506187
null_862,0.7954732748837524
null_863,0.8240602017311727
null_864,0.7112741879163885
null_865,0.7518166732069441
null_866,0.8077075276050256
null_867,0.7733390720281259
null_868,0.807016421286656
null_869,0.7601975052679876
null_870,0.837573413355054
null_871,0.7570684841526099
null_872,0.7334305581583607
null_873,0.7978188569722585
null_874,0.7974646434015736
null_875,0.7946110700787614
null_876,0.8283504161832066
null_877,0.8501365393202104
null_878,0.8646020148471266
null_879,0.7748130122714442
null_880,0.8017642514981426
null_881,0.7527893368748454
null_882,0.8211263575924624
null_883,0.8064924489913277
null_884,0.7763414871291695
null_885,0.8887565174852916
null_886,0.8619549487326672
null_887,0.8224986598365575
null_888,0.6946462088846436
null_889,0.8199505716857786
null_890,0.8363422053495979
null_891,0.7746109489696609
null_892,0.8367660530597124
null_893,0.776309923117528
null_894,0.7941310469266517
null_895,0.8198325714021382
null_896,0.8555678159339541
null_897,0.7969930115459101
null_898,0.7286598868632759
null_899,0.7841322186109031
null_900,0.7646892252363506
null_901,0.8405150502984086
null_902,0.9390554711306168
null_903,0.842967595265722
null_904,0.8523962772043183
null_905,0.7884692157037575
null_906,0.7325504695030945
null_907,0.7784855485068537
null_908,0.8421908920470151
null_909,0.8546232155036911
null_910,0.7671604390477277
null_911,0.8358000094648506
null_912,0.7371365587585255
null_913,0.7715360918521815
null_914,0.7575116805146055
null_915,0.7623217003432612
null_916,0.8631556968605482
null_917,0.7445318213924561
null_918,0.8650242764874773
null_919,0.7873080151651646
null_920,0.7670019468338971
null_921,0.8729571605621631
null_922,0.7136720642324941
null_923,0.7695053935075724
null_924,0.9291669291264091
null_925,0.8026704241839915
null_926,0.7699428312029861
null_927,0.8111867539342082
null_928,0.7647321466752167
null_929,0.8327727650377881
null_930,0.7745159299008878
null_931,0.8158514158294193
null_932,0.7683843998082587
null_933,0.8081325130627159
null_934,0.8365612801079264
null_935,0.7708857206178911
null_936,0.8086267464449423
null_937,0.7875440754322693
null_938,0.8202360600679904
null_939,0.7811887213867159
null_940,0.7770566958333812
null_941,0.8542279988157382
null_942,0.7923745424780366
null_943,0.8044258203310991
null_944,0.7420013182897905
null_945,0.7890216649096291
null_946,0.779073323021224
null_947,0.8035070514943148
null_948,0.7852304422215133
null_949,0.8007646322267227
null_950,0.8719514137151294
null_951,0.8065233741779124
null_952,0.7497860334601788
null_953,0.8519017278732742
null_954,0.8365458774919226
null_955,0.7839255986816825
null_956,0.8722325081992793
null_957,0.7701602945029001
null_958,0.7878141326153373
null_959,0.8007559212967228
null_960,0.7519559137313369
null_961,0.7658846009466445
null_962,0.8072780649290563
null_963,0.8097292829243116
null_964,0.74938173936157
null_965,0.7929045639094073
null_966,0.7757813063642038
null_967,0.7544840448960952
null_968,0.7733888525207611
null_969,0.7843119864689712
null_970,0.7836212526845839
null_971,0.7959298079334999
null_972,0.7926349450423632
null_973,0.7855615563910309
null_974,0.7901737296348477
null_975,0.7157167162404161
null_976,0.8034471670863993
null_977,0.7780665839032339
null_978,0.7637012706620832
null_979,0.9063890475469633
null_980,0.7968699885032613
null_981,0.773883172098533
null_982,0.720351784429328
null_983,0.7991742446677156
null_984,0.7610722138128903
null_985,0.7668619899739485
null_986,0.8807618775721052
null_987,0.7371058399144547
null_988,0.765901528423594
null_989,0.760565652643659
null_990,0.811787239287711
null_991,0.7267730223000939
null_992,0.8393575692767302
null_993,0.8673832688829513
null_994,0.7922362134981928
null_995,0.6793231533729726
null_996,0.7127473817493888
null_997,0.7345809035993308
null_998,0.7940562126319753
null_999,0.9070019175001218
null_1000,0.7540784103777817
null_1001,0.7816662176202545
null_1002,0.8178303096824516
null_1003,0.7802804210596266
null_1004,0.8032139032528872
null_1005,0.8461485375037522
null_1006,0.8473586316242309
null_1007,0.7788026289862886
null_1008,0.7627338160148835
null_1009,0.7758099736501566
null_1010,0.7691735558330051
null_1011,0.8079716088329127
null_1012,0.7691608266505644
null_1013,0.7134429655754371
null_1014,0.7387373531386277
null_1015,0.7977568078029992
null_1016,0.7669794026619691
null_1017,0.7746670722112938
null_1018,0.8765746231117022
null_1019,0.8143885309545267
null_1020,0.7586178616230951
null_1021,0.7696994584280958
null_1022,0.7533356940616122
null_1023,0.7605743936036768
null_1024,0.7533803633280433
null_1025,0.7704433847249894
null_1026,0.8222975768221272
null_1027,0.8096577515999905
null_1028,0.8730742978717002
null_1029,0.8653055616163222
null_1030,0.7013821646855807
null_1031,0.7897386729233395
null_1032,0.6877355195884804
null_1033,0.7983170962567225
null_1034,0.7859437876691189
null_1035,0.7261745189954184
null_1036,0.7546408680007802
null_1037,0.7330754723775312
null_1038,0.8032893555554231
null_1039,0.7310199701679576
null_1040,0.800568852243416
null_1041,0.7716882933076016
null_1042,0.8524719024860103
null_1043,0.8029875797918143
null_1044,0.8404025676475811
null_1045,0.7401660658686715
null_1046,0.7904416076004182
null_1047,0.8249352906065824
null_1048,0.7205427247700976
null_1049,0.7854465877772483
null_1050,0.8164210334940813
null_1051,0.7740380424380997
null_1052,0.8104050841533854
null_1053,0.8499832863799514
null_1054,0.7969100933170877
null_1055,0.7804488801931714
null_1056,0.8092383433894738
null_1057,0.7593804869566373
null_1058,0.8114900794744689
null_1059,0.7160745778223552
null_1060,0.84233384415395
null_1061,0.7830427038842046
null_1062,0.8066504218802503
null_1063,0.7834462010223352
null_1064,0.7126415878385026
null_1065,0.7528543911270007
null_1066,0.7916943497872515
null_1067,0.797726746948533
null_1068,0.8118067112566708
null_1069,0.7266804176781005
null_1070,0.7573775345188738
null_1071,0.7181383773404589
null_1072,0.7786378276666215
null_1073,0.7593772805368788
null_1074,0.7826775556745149
null_1075,0.7507085192828467
null_1076,0.8028822298837249
